From,To,Year,Population Change,Origin Population,Origin Housing Units,Destination Population,Destination Housing Units
West Virginia,Connecticut,2005,140.0,1771750.0,872203.0,3394751.0,1423343.0
Wisconsin,Connecticut,2005,50.0,5375751.0,2498500.0,3394751.0,1423343.0
Wyoming,Connecticut,2005,0.0,495226.0,235721.0,3394751.0,1423343.0
Alabama,Delaware,2005,546.0,4442558.0,2082140.0,818587.0,374872.0
Alaska,Delaware,2005,337.0,641724.0,274246.0,818587.0,374872.0
Arizona,Delaware,2005,216.0,5829839.0,2544806.0,818587.0,374872.0
Arkansas,Delaware,2005,344.0,2701431.0,1249116.0,818587.0,374872.0
California,Delaware,2005,933.0,35278768.0,12989254.0,818587.0,374872.0
Colorado,Delaware,2005,211.0,4562244.0,2053178.0,818587.0,374872.0
Connecticut,Delaware,2005,13.0,3394751.0,1423343.0,818587.0,374872.0
Florida,Delaware,2005,1984.0,17382511.0,8256847.0,818587.0,374872.0
Georgia,Delaware,2005,600.0,8821142.0,3771466.0,818587.0,374872.0
Hawaii,Delaware,2005,0.0,1238158.0,491071.0,818587.0,374872.0
Idaho,Delaware,2005,222.0,1395634.0,595572.0,818587.0,374872.0
Illinois,Delaware,2005,688.0,12440351.0,5144623.0,818587.0,374872.0
Indiana,Delaware,2005,21.0,6093372.0,2724429.0,818587.0,374872.0
Iowa,Delaware,2005,0.0,2862541.0,1306943.0,818587.0,374872.0
Kansas,Delaware,2005,82.0,2662616.0,1196211.0,818587.0,374872.0
Kentucky,Delaware,2005,157.0,4058633.0,1865516.0,818587.0,374872.0
Louisiana,Delaware,2005,23.0,4389747.0,1940399.0,818587.0,374872.0
Maine,Delaware,2005,0.0,1283673.0,683799.0,818587.0,374872.0
Maryland,Delaware,2005,7714.0,5461318.0,2273793.0,818587.0,374872.0
Massachusetts,Delaware,2005,320.0,6182860.0,2688014.0,818587.0,374872.0
Michigan,Delaware,2005,622.0,9865583.0,4478507.0,818587.0,374872.0
Minnesota,Delaware,2005,89.0,4989848.0,2252022.0,818587.0,374872.0
Mississippi,Delaware,2005,0.0,2824156.0,1235496.0,818587.0,374872.0
Missouri,Delaware,2005,105.0,5631910.0,2592809.0,818587.0,374872.0
Montana,Delaware,2005,0.0,910651.0,428357.0,818587.0,374872.0
Nebraska,Delaware,2005,44.0,1706976.0,766951.0,818587.0,374872.0
Nevada,Delaware,2005,0.0,2381281.0,1019427.0,818587.0,374872.0
New Hampshire,Delaware,2005,0.0,1272486.0,583324.0,818587.0,374872.0
New Jersey,Delaware,2005,2723.0,8521427.0,3443981.0,818587.0,374872.0
New Mexico,Delaware,2005,0.0,1887200.0,838668.0,818587.0,374872.0
New York,Delaware,2005,4544.0,18655275.0,7853020.0,818587.0,374872.0
North Carolina,Delaware,2005,380.0,8411041.0,3940554.0,818587.0,374872.0
North Dakota,Delaware,2005,0.0,609645.0,304458.0,818587.0,374872.0
Ohio,Delaware,2005,450.0,11155606.0,5007091.0,818587.0,374872.0
Oklahoma,Delaware,2005,163.0,3433496.0,1588749.0,818587.0,374872.0
Oregon,Delaware,2005,198.0,3560109.0,1558421.0,818587.0,374872.0
Pennsylvania,Delaware,2005,8637.0,11979147.0,5422362.0,818587.0,374872.0
Rhode Island,Delaware,2005,487.0,1032662.0,447810.0,818587.0,374872.0
South Carolina,Delaware,2005,0.0,4113961.0,1927864.0,818587.0,374872.0
South Dakota,Delaware,2005,0.0,746033.0,347931.0,818587.0,374872.0
Tennessee,Delaware,2005,513.0,5810590.0,2637441.0,818587.0,374872.0
Texas,Delaware,2005,184.0,22270165.0,9026011.0,818587.0,374872.0
Utah,Delaware,2005,140.0,2427350.0,873097.0,818587.0,374872.0
Vermont,Delaware,2005,0.0,602290.0,307345.0,818587.0,374872.0
Virginia,Delaware,2005,1056.0,7332608.0,3174708.0,818587.0,374872.0
Washington,Delaware,2005,0.0,6146338.0,2651645.0,818587.0,374872.0
West Virginia,Delaware,2005,254.0,1771750.0,872203.0,818587.0,374872.0
Wisconsin,Delaware,2005,0.0,5375751.0,2498500.0,818587.0,374872.0
Wyoming,Delaware,2005,0.0,495226.0,235721.0,818587.0,374872.0
Alabama,Florida,2005,10559.0,4442558.0,2082140.0,17382511.0,8256847.0
Alaska,Florida,2005,2932.0,641724.0,274246.0,17382511.0,8256847.0
Arizona,Florida,2005,5962.0,5829839.0,2544806.0,17382511.0,8256847.0
Arkansas,Florida,2005,3300.0,2701431.0,1249116.0,17382511.0,8256847.0
California,Florida,2005,29152.0,35278768.0,12989254.0,17382511.0,8256847.0
Colorado,Florida,2005,8002.0,4562244.0,2053178.0,17382511.0,8256847.0
Connecticut,Florida,2005,12609.0,3394751.0,1423343.0,17382511.0,8256847.0
Delaware,Florida,2005,1441.0,818587.0,374872.0,17382511.0,8256847.0
Georgia,Florida,2005,42557.0,8821142.0,3771466.0,17382511.0,8256847.0
Hawaii,Florida,2005,2055.0,1238158.0,491071.0,17382511.0,8256847.0
Idaho,Florida,2005,608.0,1395634.0,595572.0,17382511.0,8256847.0
Illinois,Florida,2005,18400.0,12440351.0,5144623.0,17382511.0,8256847.0
Indiana,Florida,2005,17746.0,6093372.0,2724429.0,17382511.0,8256847.0
Iowa,Florida,2005,3725.0,2862541.0,1306943.0,17382511.0,8256847.0
Kansas,Florida,2005,1252.0,2662616.0,1196211.0,17382511.0,8256847.0
Kentucky,Florida,2005,7941.0,4058633.0,1865516.0,17382511.0,8256847.0
Louisiana,Florida,2005,9324.0,4389747.0,1940399.0,17382511.0,8256847.0
Maine,Florida,2005,5537.0,1283673.0,683799.0,17382511.0,8256847.0
Maryland,Florida,2005,19832.0,5461318.0,2273793.0,17382511.0,8256847.0
Massachusetts,Florida,2005,24999.0,6182860.0,2688014.0,17382511.0,8256847.0
Michigan,Florida,2005,24999.0,9865583.0,4478507.0,17382511.0,8256847.0
Minnesota,Florida,2005,11224.0,4989848.0,2252022.0,17382511.0,8256847.0
Mississippi,Florida,2005,5514.0,2824156.0,1235496.0,17382511.0,8256847.0
Missouri,Florida,2005,7286.0,5631910.0,2592809.0,17382511.0,8256847.0
Montana,Florida,2005,1232.0,910651.0,428357.0,17382511.0,8256847.0
Nebraska,Florida,2005,1263.0,1706976.0,766951.0,17382511.0,8256847.0
Nevada,Florida,2005,2840.0,2381281.0,1019427.0,17382511.0,8256847.0
New Hampshire,Florida,2005,7186.0,1272486.0,583324.0,17382511.0,8256847.0
New Jersey,Florida,2005,34417.0,8521427.0,3443981.0,17382511.0,8256847.0
New Mexico,Florida,2005,1404.0,1887200.0,838668.0,17382511.0,8256847.0
New York,Florida,2005,98535.0,18655275.0,7853020.0,17382511.0,8256847.0
North Carolina,Florida,2005,29292.0,8411041.0,3940554.0,17382511.0,8256847.0
North Dakota,Florida,2005,439.0,609645.0,304458.0,17382511.0,8256847.0
Ohio,Florida,2005,39164.0,11155606.0,5007091.0,17382511.0,8256847.0
Oklahoma,Florida,2005,3604.0,3433496.0,1588749.0,17382511.0,8256847.0
Oregon,Florida,2005,997.0,3560109.0,1558421.0,17382511.0,8256847.0
Pennsylvania,Florida,2005,28311.0,11979147.0,5422362.0,17382511.0,8256847.0
Rhode Island,Florida,2005,6904.0,1032662.0,447810.0,17382511.0,8256847.0
South Carolina,Florida,2005,10906.0,4113961.0,1927864.0,17382511.0,8256847.0
South Dakota,Florida,2005,468.0,746033.0,347931.0,17382511.0,8256847.0
Tennessee,Florida,2005,12140.0,5810590.0,2637441.0,17382511.0,8256847.0
Texas,Florida,2005,25297.0,22270165.0,9026011.0,17382511.0,8256847.0
Utah,Florida,2005,1605.0,2427350.0,873097.0,17382511.0,8256847.0
Vermont,Florida,2005,1341.0,602290.0,307345.0,17382511.0,8256847.0
Virginia,Florida,2005,26671.0,7332608.0,3174708.0,17382511.0,8256847.0
Washington,Florida,2005,5337.0,6146338.0,2651645.0,17382511.0,8256847.0
West Virginia,Florida,2005,3771.0,1771750.0,872203.0,17382511.0,8256847.0
Wisconsin,Florida,2005,9295.0,5375751.0,2498500.0,17382511.0,8256847.0
Wyoming,Florida,2005,873.0,495226.0,235721.0,17382511.0,8256847.0
Alabama,Georgia,2005,22111.0,4442558.0,2082140.0,8821142.0,3771466.0
Alaska,Georgia,2005,2570.0,641724.0,274246.0,8821142.0,3771466.0
Arizona,Georgia,2005,3395.0,5829839.0,2544806.0,8821142.0,3771466.0
Arkansas,Georgia,2005,1178.0,2701431.0,1249116.0,8821142.0,3771466.0
California,Georgia,2005,20673.0,35278768.0,12989254.0,8821142.0,3771466.0
Colorado,Georgia,2005,3488.0,4562244.0,2053178.0,8821142.0,3771466.0
Connecticut,Georgia,2005,3680.0,3394751.0,1423343.0,8821142.0,3771466.0
Delaware,Georgia,2005,650.0,818587.0,374872.0,8821142.0,3771466.0
Florida,Georgia,2005,54126.0,17382511.0,8256847.0,8821142.0,3771466.0
Hawaii,Georgia,2005,861.0,1238158.0,491071.0,8821142.0,3771466.0
Idaho,Georgia,2005,698.0,1395634.0,595572.0,8821142.0,3771466.0
Illinois,Georgia,2005,5590.0,12440351.0,5144623.0,8821142.0,3771466.0
Indiana,Georgia,2005,6990.0,6093372.0,2724429.0,8821142.0,3771466.0
Iowa,Georgia,2005,683.0,2862541.0,1306943.0,8821142.0,3771466.0
Kansas,Georgia,2005,2175.0,2662616.0,1196211.0,8821142.0,3771466.0
Kentucky,Georgia,2005,5952.0,4058633.0,1865516.0,8821142.0,3771466.0
Louisiana,Georgia,2005,9398.0,4389747.0,1940399.0,8821142.0,3771466.0
Maine,Georgia,2005,255.0,1283673.0,683799.0,8821142.0,3771466.0
Maryland,Georgia,2005,3909.0,5461318.0,2273793.0,8821142.0,3771466.0
Massachusetts,Georgia,2005,5164.0,6182860.0,2688014.0,8821142.0,3771466.0
Michigan,Georgia,2005,6548.0,9865583.0,4478507.0,8821142.0,3771466.0
Minnesota,Georgia,2005,1659.0,4989848.0,2252022.0,8821142.0,3771466.0
Mississippi,Georgia,2005,5589.0,2824156.0,1235496.0,8821142.0,3771466.0
Missouri,Georgia,2005,2268.0,5631910.0,2592809.0,8821142.0,3771466.0
Montana,Georgia,2005,256.0,910651.0,428357.0,8821142.0,3771466.0
Nebraska,Georgia,2005,1188.0,1706976.0,766951.0,8821142.0,3771466.0
Nevada,Georgia,2005,2669.0,2381281.0,1019427.0,8821142.0,3771466.0
New Hampshire,Georgia,2005,505.0,1272486.0,583324.0,8821142.0,3771466.0
New Jersey,Georgia,2005,5908.0,8521427.0,3443981.0,8821142.0,3771466.0
New Mexico,Georgia,2005,469.0,1887200.0,838668.0,8821142.0,3771466.0
New York,Georgia,2005,31412.0,18655275.0,7853020.0,8821142.0,3771466.0
North Carolina,Georgia,2005,15529.0,8411041.0,3940554.0,8821142.0,3771466.0
North Dakota,Georgia,2005,456.0,609645.0,304458.0,8821142.0,3771466.0
Ohio,Georgia,2005,7362.0,11155606.0,5007091.0,8821142.0,3771466.0
Oklahoma,Georgia,2005,2321.0,3433496.0,1588749.0,8821142.0,3771466.0
Oregon,Georgia,2005,1709.0,3560109.0,1558421.0,8821142.0,3771466.0
Pennsylvania,Georgia,2005,6024.0,11979147.0,5422362.0,8821142.0,3771466.0
Rhode Island,Georgia,2005,671.0,1032662.0,447810.0,8821142.0,3771466.0
South Carolina,Georgia,2005,12609.0,4113961.0,1927864.0,8821142.0,3771466.0
South Dakota,Georgia,2005,79.0,746033.0,347931.0,8821142.0,3771466.0
Tennessee,Georgia,2005,16688.0,5810590.0,2637441.0,8821142.0,3771466.0
Texas,Georgia,2005,14605.0,22270165.0,9026011.0,8821142.0,3771466.0
Utah,Georgia,2005,1343.0,2427350.0,873097.0,8821142.0,3771466.0
Vermont,Georgia,2005,506.0,602290.0,307345.0,8821142.0,3771466.0
Virginia,Georgia,2005,9697.0,7332608.0,3174708.0,8821142.0,3771466.0
Washington,Georgia,2005,7117.0,6146338.0,2651645.0,8821142.0,3771466.0
West Virginia,Georgia,2005,881.0,1771750.0,872203.0,8821142.0,3771466.0
Wisconsin,Georgia,2005,3597.0,5375751.0,2498500.0,8821142.0,3771466.0
Wyoming,Georgia,2005,0.0,495226.0,235721.0,8821142.0,3771466.0
Alabama,Hawaii,2005,1464.0,4442558.0,2082140.0,1238158.0,491071.0
Alaska,Hawaii,2005,125.0,641724.0,274246.0,1238158.0,491071.0
Arizona,Hawaii,2005,1409.0,5829839.0,2544806.0,1238158.0,491071.0
Arkansas,Hawaii,2005,207.0,2701431.0,1249116.0,1238158.0,491071.0
California,Hawaii,2005,15261.0,35278768.0,12989254.0,1238158.0,491071.0
Colorado,Hawaii,2005,1968.0,4562244.0,2053178.0,1238158.0,491071.0
Connecticut,Hawaii,2005,214.0,3394751.0,1423343.0,1238158.0,491071.0
Delaware,Hawaii,2005,0.0,818587.0,374872.0,1238158.0,491071.0
Florida,Hawaii,2005,1260.0,17382511.0,8256847.0,1238158.0,491071.0
Georgia,Hawaii,2005,411.0,8821142.0,3771466.0,1238158.0,491071.0
Idaho,Hawaii,2005,1083.0,1395634.0,595572.0,1238158.0,491071.0
Illinois,Hawaii,2005,588.0,12440351.0,5144623.0,1238158.0,491071.0
Indiana,Hawaii,2005,51.0,6093372.0,2724429.0,1238158.0,491071.0
Iowa,Hawaii,2005,470.0,2862541.0,1306943.0,1238158.0,491071.0
Kansas,Hawaii,2005,320.0,2662616.0,1196211.0,1238158.0,491071.0
Kentucky,Hawaii,2005,603.0,4058633.0,1865516.0,1238158.0,491071.0
Louisiana,Hawaii,2005,1038.0,4389747.0,1940399.0,1238158.0,491071.0
Maine,Hawaii,2005,63.0,1283673.0,683799.0,1238158.0,491071.0
Maryland,Hawaii,2005,941.0,5461318.0,2273793.0,1238158.0,491071.0
Massachusetts,Hawaii,2005,240.0,6182860.0,2688014.0,1238158.0,491071.0
Michigan,Hawaii,2005,1051.0,9865583.0,4478507.0,1238158.0,491071.0
Minnesota,Hawaii,2005,479.0,4989848.0,2252022.0,1238158.0,491071.0
Mississippi,Hawaii,2005,748.0,2824156.0,1235496.0,1238158.0,491071.0
Missouri,Hawaii,2005,31.0,5631910.0,2592809.0,1238158.0,491071.0
Montana,Hawaii,2005,33.0,910651.0,428357.0,1238158.0,491071.0
Nebraska,Hawaii,2005,569.0,1706976.0,766951.0,1238158.0,491071.0
Nevada,Hawaii,2005,1305.0,2381281.0,1019427.0,1238158.0,491071.0
New Hampshire,Hawaii,2005,75.0,1272486.0,583324.0,1238158.0,491071.0
New Jersey,Hawaii,2005,1697.0,8521427.0,3443981.0,1238158.0,491071.0
New Mexico,Hawaii,2005,116.0,1887200.0,838668.0,1238158.0,491071.0
New York,Hawaii,2005,1748.0,18655275.0,7853020.0,1238158.0,491071.0
North Carolina,Hawaii,2005,655.0,8411041.0,3940554.0,1238158.0,491071.0
North Dakota,Hawaii,2005,51.0,609645.0,304458.0,1238158.0,491071.0
Ohio,Hawaii,2005,306.0,11155606.0,5007091.0,1238158.0,491071.0
Oklahoma,Hawaii,2005,0.0,3433496.0,1588749.0,1238158.0,491071.0
Oregon,Hawaii,2005,1392.0,3560109.0,1558421.0,1238158.0,491071.0
Pennsylvania,Hawaii,2005,351.0,11979147.0,5422362.0,1238158.0,491071.0
Rhode Island,Hawaii,2005,85.0,1032662.0,447810.0,1238158.0,491071.0
South Carolina,Hawaii,2005,472.0,4113961.0,1927864.0,1238158.0,491071.0
South Dakota,Hawaii,2005,44.0,746033.0,347931.0,1238158.0,491071.0
Tennessee,Hawaii,2005,785.0,5810590.0,2637441.0,1238158.0,491071.0
Texas,Hawaii,2005,3644.0,22270165.0,9026011.0,1238158.0,491071.0
Utah,Hawaii,2005,1188.0,2427350.0,873097.0,1238158.0,491071.0
Vermont,Hawaii,2005,0.0,602290.0,307345.0,1238158.0,491071.0
Virginia,Hawaii,2005,2111.0,7332608.0,3174708.0,1238158.0,491071.0
Washington,Hawaii,2005,2074.0,6146338.0,2651645.0,1238158.0,491071.0
West Virginia,Hawaii,2005,0.0,1771750.0,872203.0,1238158.0,491071.0
Wisconsin,Hawaii,2005,168.0,5375751.0,2498500.0,1238158.0,491071.0
Wyoming,Hawaii,2005,113.0,495226.0,235721.0,1238158.0,491071.0
Alabama,Idaho,2005,185.0,4442558.0,2082140.0,1395634.0,595572.0
Alaska,Idaho,2005,1650.0,641724.0,274246.0,1395634.0,595572.0
Arizona,Idaho,2005,2259.0,5829839.0,2544806.0,1395634.0,595572.0
Arkansas,Idaho,2005,0.0,2701431.0,1249116.0,1395634.0,595572.0
California,Idaho,2005,15663.0,35278768.0,12989254.0,1395634.0,595572.0
Colorado,Idaho,2005,2425.0,4562244.0,2053178.0,1395634.0,595572.0
Connecticut,Idaho,2005,251.0,3394751.0,1423343.0,1395634.0,595572.0
Delaware,Idaho,2005,0.0,818587.0,374872.0,1395634.0,595572.0
Florida,Idaho,2005,1393.0,17382511.0,8256847.0,1395634.0,595572.0
Georgia,Idaho,2005,179.0,8821142.0,3771466.0,1395634.0,595572.0
Hawaii,Idaho,2005,455.0,1238158.0,491071.0,1395634.0,595572.0
Illinois,Idaho,2005,842.0,12440351.0,5144623.0,1395634.0,595572.0
Indiana,Idaho,2005,69.0,6093372.0,2724429.0,1395634.0,595572.0
Iowa,Idaho,2005,421.0,2862541.0,1306943.0,1395634.0,595572.0
Kansas,Idaho,2005,54.0,2662616.0,1196211.0,1395634.0,595572.0
Kentucky,Idaho,2005,50.0,4058633.0,1865516.0,1395634.0,595572.0
Louisiana,Idaho,2005,65.0,4389747.0,1940399.0,1395634.0,595572.0
Maine,Idaho,2005,0.0,1283673.0,683799.0,1395634.0,595572.0
Maryland,Idaho,2005,1492.0,5461318.0,2273793.0,1395634.0,595572.0
Massachusetts,Idaho,2005,343.0,6182860.0,2688014.0,1395634.0,595572.0
Michigan,Idaho,2005,703.0,9865583.0,4478507.0,1395634.0,595572.0
Minnesota,Idaho,2005,366.0,4989848.0,2252022.0,1395634.0,595572.0
Mississippi,Idaho,2005,81.0,2824156.0,1235496.0,1395634.0,595572.0
Missouri,Idaho,2005,1068.0,5631910.0,2592809.0,1395634.0,595572.0
Montana,Idaho,2005,2168.0,910651.0,428357.0,1395634.0,595572.0
Nebraska,Idaho,2005,481.0,1706976.0,766951.0,1395634.0,595572.0
Nevada,Idaho,2005,3355.0,2381281.0,1019427.0,1395634.0,595572.0
New Hampshire,Idaho,2005,0.0,1272486.0,583324.0,1395634.0,595572.0
New Jersey,Idaho,2005,331.0,8521427.0,3443981.0,1395634.0,595572.0
New Mexico,Idaho,2005,584.0,1887200.0,838668.0,1395634.0,595572.0
New York,Idaho,2005,346.0,18655275.0,7853020.0,1395634.0,595572.0
North Carolina,Idaho,2005,196.0,8411041.0,3940554.0,1395634.0,595572.0
North Dakota,Idaho,2005,206.0,609645.0,304458.0,1395634.0,595572.0
Ohio,Idaho,2005,341.0,11155606.0,5007091.0,1395634.0,595572.0
Oklahoma,Idaho,2005,204.0,3433496.0,1588749.0,1395634.0,595572.0
Oregon,Idaho,2005,6643.0,3560109.0,1558421.0,1395634.0,595572.0
Pennsylvania,Idaho,2005,652.0,11979147.0,5422362.0,1395634.0,595572.0
Rhode Island,Idaho,2005,332.0,1032662.0,447810.0,1395634.0,595572.0
South Carolina,Idaho,2005,229.0,4113961.0,1927864.0,1395634.0,595572.0
South Dakota,Idaho,2005,0.0,746033.0,347931.0,1395634.0,595572.0
Tennessee,Idaho,2005,415.0,5810590.0,2637441.0,1395634.0,595572.0
Texas,Idaho,2005,2034.0,22270165.0,9026011.0,1395634.0,595572.0
Utah,Idaho,2005,7210.0,2427350.0,873097.0,1395634.0,595572.0
Vermont,Idaho,2005,0.0,602290.0,307345.0,1395634.0,595572.0
Virginia,Idaho,2005,328.0,7332608.0,3174708.0,1395634.0,595572.0
Washington,Idaho,2005,10696.0,6146338.0,2651645.0,1395634.0,595572.0
West Virginia,Idaho,2005,0.0,1771750.0,872203.0,1395634.0,595572.0
Wisconsin,Idaho,2005,366.0,5375751.0,2498500.0,1395634.0,595572.0
Wyoming,Idaho,2005,1177.0,495226.0,235721.0,1395634.0,595572.0
Alabama,Illinois,2005,1551.0,4442558.0,2082140.0,12440351.0,5144623.0
Alaska,Illinois,2005,2879.0,641724.0,274246.0,12440351.0,5144623.0
Arizona,Illinois,2005,5050.0,5829839.0,2544806.0,12440351.0,5144623.0
Arkansas,Illinois,2005,2549.0,2701431.0,1249116.0,12440351.0,5144623.0
California,Illinois,2005,18821.0,35278768.0,12989254.0,12440351.0,5144623.0
Colorado,Illinois,2005,4401.0,4562244.0,2053178.0,12440351.0,5144623.0
Connecticut,Illinois,2005,966.0,3394751.0,1423343.0,12440351.0,5144623.0
Delaware,Illinois,2005,357.0,818587.0,374872.0,12440351.0,5144623.0
Florida,Illinois,2005,15093.0,17382511.0,8256847.0,12440351.0,5144623.0
Georgia,Illinois,2005,4102.0,8821142.0,3771466.0,12440351.0,5144623.0
Hawaii,Illinois,2005,995.0,1238158.0,491071.0,12440351.0,5144623.0
Idaho,Illinois,2005,436.0,1395634.0,595572.0,12440351.0,5144623.0
Indiana,Illinois,2005,18035.0,6093372.0,2724429.0,12440351.0,5144623.0
Iowa,Illinois,2005,12186.0,2862541.0,1306943.0,12440351.0,5144623.0
Kansas,Illinois,2005,2420.0,2662616.0,1196211.0,12440351.0,5144623.0
Kentucky,Illinois,2005,2712.0,4058633.0,1865516.0,12440351.0,5144623.0
Louisiana,Illinois,2005,2441.0,4389747.0,1940399.0,12440351.0,5144623.0
Maine,Illinois,2005,243.0,1283673.0,683799.0,12440351.0,5144623.0
Maryland,Illinois,2005,3182.0,5461318.0,2273793.0,12440351.0,5144623.0
Massachusetts,Illinois,2005,4042.0,6182860.0,2688014.0,12440351.0,5144623.0
Michigan,Illinois,2005,10826.0,9865583.0,4478507.0,12440351.0,5144623.0
Minnesota,Illinois,2005,6768.0,4989848.0,2252022.0,12440351.0,5144623.0
Mississippi,Illinois,2005,5257.0,2824156.0,1235496.0,12440351.0,5144623.0
Missouri,Illinois,2005,15022.0,5631910.0,2592809.0,12440351.0,5144623.0
Montana,Illinois,2005,321.0,910651.0,428357.0,12440351.0,5144623.0
Nebraska,Illinois,2005,1595.0,1706976.0,766951.0,12440351.0,5144623.0
Nevada,Illinois,2005,2753.0,2381281.0,1019427.0,12440351.0,5144623.0
New Hampshire,Illinois,2005,558.0,1272486.0,583324.0,12440351.0,5144623.0
New Jersey,Illinois,2005,1566.0,8521427.0,3443981.0,12440351.0,5144623.0
New Mexico,Illinois,2005,84.0,1887200.0,838668.0,12440351.0,5144623.0
New York,Illinois,2005,5490.0,18655275.0,7853020.0,12440351.0,5144623.0
North Carolina,Illinois,2005,2885.0,8411041.0,3940554.0,12440351.0,5144623.0
North Dakota,Illinois,2005,531.0,609645.0,304458.0,12440351.0,5144623.0
Ohio,Illinois,2005,5894.0,11155606.0,5007091.0,12440351.0,5144623.0
Oklahoma,Illinois,2005,1608.0,3433496.0,1588749.0,12440351.0,5144623.0
Oregon,Illinois,2005,404.0,3560109.0,1558421.0,12440351.0,5144623.0
Pennsylvania,Illinois,2005,4988.0,11979147.0,5422362.0,12440351.0,5144623.0
Rhode Island,Illinois,2005,2028.0,1032662.0,447810.0,12440351.0,5144623.0
South Carolina,Illinois,2005,2677.0,4113961.0,1927864.0,12440351.0,5144623.0
South Dakota,Illinois,2005,235.0,746033.0,347931.0,12440351.0,5144623.0
Tennessee,Illinois,2005,3964.0,5810590.0,2637441.0,12440351.0,5144623.0
Texas,Illinois,2005,11364.0,22270165.0,9026011.0,12440351.0,5144623.0
Utah,Illinois,2005,1022.0,2427350.0,873097.0,12440351.0,5144623.0
Vermont,Illinois,2005,274.0,602290.0,307345.0,12440351.0,5144623.0
Virginia,Illinois,2005,3446.0,7332608.0,3174708.0,12440351.0,5144623.0
Washington,Illinois,2005,2007.0,6146338.0,2651645.0,12440351.0,5144623.0
West Virginia,Illinois,2005,1405.0,1771750.0,872203.0,12440351.0,5144623.0
Wisconsin,Illinois,2005,11072.0,5375751.0,2498500.0,12440351.0,5144623.0
Wyoming,Illinois,2005,78.0,495226.0,235721.0,12440351.0,5144623.0
Alabama,Indiana,2005,664.0,4442558.0,2082140.0,6093372.0,2724429.0
Alaska,Indiana,2005,240.0,641724.0,274246.0,6093372.0,2724429.0
Arizona,Indiana,2005,2393.0,5829839.0,2544806.0,6093372.0,2724429.0
Arkansas,Indiana,2005,226.0,2701431.0,1249116.0,6093372.0,2724429.0
California,Indiana,2005,7181.0,35278768.0,12989254.0,6093372.0,2724429.0
